change_id,change_title,change_category,change_type,site_id,initiating_dept_id,requestor_id,description,business_justification,product_impact,regulatory_impact,regulatory_filing_required,safety_impact,initiation_date,impact_assess_due_date,impact_assess_complete_dt,approval_date,implementation_date,close_date,status,approved_by,linked_capa_id,linked_deviation_id
CHG-0289,Minor Software change at Dublin Manufacturing,Software,Minor,SITE-EU-01,19,243,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-01-07,2024-01-21,2024-01-19,2024-02-11,2024-02-21,2024-03-04,Closed,205,,
CHG-0290,Minor Software change at Dublin Manufacturing,Facility,Minor,SITE-EU-01,25,237,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,True,2024-08-22,2024-09-05,2024-08-31,2024-09-16,2024-10-25,2024-10-30,Closed,181,,
CHG-0291,Major Equipment change at Dublin Manufacturing,Labeling,Major,SITE-EU-01,26,260,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-06-22,2024-07-06,2024-07-13,2024-07-23,2024-09-08,2024-09-13,Closed,179,,
CHG-0292,Critical Facility change at Dublin Manufacturing,Software,Critical,SITE-EU-01,24,236,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-11-04,2024-11-18,2024-11-25,2024-12-12,2025-03-11,,Approval,224,,
CHG-0293,Critical Software change at Dublin Manufacturing,Facility,Critical,SITE-EU-01,27,250,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-02-09,2024-02-23,2024-02-26,2024-03-14,2024-05-28,2024-06-03,Closed,161,,
CHG-0294,Major Equipment change at Dublin Manufacturing,Material,Major,SITE-EU-01,21,215,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,True,False,None,False,2024-11-04,2024-11-18,2024-11-12,2024-12-19,2025-01-26,,Approval,227,,
CHG-0295,Minor Material change at Dublin Manufacturing,Equipment,Minor,SITE-EU-01,20,197,Change to improve compliance and quality in Dublin Manufacturing,Quality improvement and regulatory compliance,False,False,None,False,2024-02-20,2024-03-05,2024-02-27,2024-04-05,2024-04-15,2024-04-25,Closed,241,,
CHG-0296,Minor Labeling change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,29,309,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-08-27,2022-09-10,2022-09-05,2022-09-19,2022-10-17,2022-10-27,Closed,315,,
CHG-0297,Major Equipment change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,34,320,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-06-26,2022-07-10,2022-07-08,2022-08-09,2022-09-10,2022-09-23,Closed,303,,
CHG-0298,Major Software change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,36,302,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,True,CBE-0,False,2022-11-10,2022-11-24,2022-11-18,2022-12-18,2023-02-19,2023-03-05,Closed,292,CAPA-0121,
CHG-0299,Major Facility change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,32,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,True,2022-07-15,2022-07-29,2022-07-23,2022-08-27,2022-10-19,2022-10-31,Closed,315,,
CHG-0300,Minor Labeling change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,29,295,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-05-10,2022-05-24,2022-05-28,2022-06-24,2022-06-11,2022-06-19,Closed,296,,
CHG-0301,Minor Labeling change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,30,295,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-02-04,2022-02-18,2022-02-19,2022-03-20,2022-03-18,2022-03-27,Closed,292,,
CHG-0302,Major Material change at Frankfurt QC Laboratory,Equipment,Major,SITE-EU-02,33,288,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-08-09,2022-08-23,2022-08-29,2022-09-09,2022-11-30,2022-12-05,Closed,288,CAPA-0237,
CHG-0303,Major Software change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,29,288,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-11-18,2022-12-02,2022-12-01,2022-12-16,2023-02-22,2023-03-06,Closed,313,,
CHG-0304,Major Process change at Frankfurt QC Laboratory,Labeling,Major,SITE-EU-02,33,289,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-09-25,2022-10-09,2022-10-03,2022-10-28,2022-12-14,2022-12-24,Closed,292,,
CHG-0305,Critical Labeling change at Frankfurt QC Laboratory,Software,Critical,SITE-EU-02,30,297,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-10-28,2022-11-11,2022-11-16,2022-11-14,2023-03-14,2023-03-23,Closed,282,,
CHG-0306,Major Software change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,36,301,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-09-23,2022-10-07,2022-10-06,2022-10-28,2023-01-07,2023-01-18,Closed,288,CAPA-0214,
CHG-0307,Minor Facility change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,29,302,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2022-04-25,2022-05-09,2022-05-14,2022-06-08,2022-06-06,2022-06-15,Closed,315,,
CHG-0308,Minor Software change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,32,304,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2022-10-16,2022-10-30,2022-10-30,2022-11-12,2022-11-09,2022-11-24,Closed,297,CAPA-0219,
CHG-0309,Minor Material change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,32,281,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-11-15,2022-11-29,2022-11-24,2022-12-19,2023-01-22,2023-01-29,Closed,319,,
CHG-0310,Minor Labeling change at Frankfurt QC Laboratory,Equipment,Minor,SITE-EU-02,33,285,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-08-22,2022-09-05,2022-09-08,2022-09-14,2022-10-19,2022-10-24,Closed,303,CAPA-0186,
CHG-0311,Minor Labeling change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,31,309,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-07-12,2022-07-26,2022-07-30,2022-08-13,2022-08-28,2022-09-02,Closed,287,CAPA-0187,
CHG-0312,Minor Equipment change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,36,315,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-03-13,2022-03-27,2022-03-27,2022-04-19,2022-05-08,2022-05-15,Closed,296,CAPA-0096,
CHG-0313,Major Facility change at Frankfurt QC Laboratory,Facility,Major,SITE-EU-02,34,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,True,CBE-30,False,2022-11-09,2022-11-23,2022-11-28,2022-12-12,2023-01-30,2023-02-08,Closed,294,,
CHG-0314,Major Equipment change at Frankfurt QC Laboratory,Equipment,Major,SITE-EU-02,36,307,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-06-23,2022-07-07,2022-07-10,2022-07-27,2022-09-07,2022-09-18,Closed,314,,
CHG-0315,Major Process change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,34,304,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-02-09,2022-02-23,2022-02-27,2022-03-09,2022-04-30,2022-05-13,Closed,297,,
CHG-0316,Minor Labeling change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,33,303,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-12-14,2022-12-28,2022-12-31,2023-01-17,2023-01-17,2023-01-22,Closed,291,,
CHG-0317,Minor Software change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,29,285,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-08-27,2022-09-10,2022-09-12,2022-10-01,2022-11-04,2022-11-09,Closed,304,CAPA-0086,
CHG-0318,Minor Process change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,36,317,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,True,2022-09-19,2022-10-03,2022-10-10,2022-11-02,2022-10-14,2022-10-26,Closed,318,,
CHG-0319,Emergency Equipment change at Frankfurt QC Laboratory,Material,Emergency,SITE-EU-02,36,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-01-18,2022-02-01,2022-02-02,2022-02-16,2022-02-06,2022-02-11,Closed,283,,
CHG-0320,Minor Labeling change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,35,284,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-01-14,2022-01-28,2022-02-02,2022-02-14,2022-03-10,2022-03-25,Closed,290,,
CHG-0321,Major Facility change at Frankfurt QC Laboratory,Process,Major,SITE-EU-02,29,303,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-02-16,2022-03-02,2022-02-24,2022-03-16,2022-05-11,2022-05-18,Closed,303,,
CHG-0322,Minor Process change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,32,295,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2022-02-05,2022-02-19,2022-02-26,2022-03-09,2022-04-04,2022-04-15,Closed,290,CAPA-0223,
CHG-0323,Minor Process change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,33,291,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2022-05-05,2022-05-19,2022-05-23,2022-06-04,2022-05-30,2022-06-11,Closed,296,,
CHG-0324,Minor Equipment change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,29,319,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-04-13,2023-04-27,2023-04-26,2023-04-28,2023-05-10,2023-05-20,Closed,289,,
CHG-0325,Minor Facility change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,30,282,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-05-21,2023-06-04,2023-06-08,2023-07-05,2023-07-17,2023-07-30,Closed,319,,
CHG-0326,Minor Process change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,33,320,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-07-18,2023-08-01,2023-07-29,2023-08-13,2023-09-09,2023-09-22,Closed,317,,
CHG-0327,Minor Facility change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,32,284,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-07-11,2023-07-25,2023-07-25,2023-08-02,2023-08-28,2023-09-09,Closed,303,,
CHG-0328,Minor Labeling change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,30,293,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-11-07,2023-11-21,2023-11-22,2023-12-15,2024-01-11,2024-01-16,Closed,309,,
CHG-0329,Emergency Equipment change at Frankfurt QC Laboratory,Equipment,Emergency,SITE-EU-02,34,298,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-08-10,2023-08-24,2023-08-27,2023-09-08,2023-08-09,2023-08-23,Closed,306,,
CHG-0330,Emergency Facility change at Frankfurt QC Laboratory,Facility,Emergency,SITE-EU-02,30,319,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-04-25,2023-05-09,2023-05-08,2023-05-21,2023-05-31,2023-06-08,Closed,281,CAPA-0074,
CHG-0331,Major Material change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,35,310,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-02-11,2023-02-25,2023-02-28,2023-03-16,2023-05-29,2023-06-10,Closed,287,,
CHG-0332,Minor Material change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,34,308,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-07-16,2023-07-30,2023-07-26,2023-07-31,2023-08-30,2023-09-13,Closed,313,,
CHG-0333,Minor Facility change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,33,284,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2023-01-18,2023-02-01,2023-02-07,2023-02-23,2023-02-27,2023-03-14,Closed,305,,
CHG-0334,Minor Labeling change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,34,301,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-07-25,2023-08-08,2023-08-10,2023-08-31,2023-08-20,2023-09-01,Closed,289,,
CHG-0335,Major Labeling change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,35,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-11-06,2023-11-20,2023-11-14,2023-12-16,2024-02-04,2024-02-18,Closed,310,,
CHG-0336,Critical Facility change at Frankfurt QC Laboratory,Labeling,Critical,SITE-EU-02,32,288,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-12-26,2024-01-09,2024-01-06,2024-02-09,2024-05-08,2024-05-22,Closed,304,,
CHG-0337,Minor Process change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,34,285,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-07-02,2023-07-16,2023-07-21,2023-07-17,2023-07-31,2023-08-07,Closed,297,,
CHG-0338,Major Material change at Frankfurt QC Laboratory,Equipment,Major,SITE-EU-02,35,290,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-02-28,2023-03-14,2023-03-13,2023-03-29,2023-06-14,2023-06-27,Closed,301,,
CHG-0339,Minor Material change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,35,304,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-10-02,2023-10-16,2023-10-18,2023-10-19,2023-11-13,2023-11-19,Closed,287,,
CHG-0340,Critical Facility change at Frankfurt QC Laboratory,Facility,Critical,SITE-EU-02,33,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-08-18,2023-09-01,2023-09-03,2023-09-28,2023-12-07,2023-12-12,Closed,306,,
CHG-0341,Minor Labeling change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,31,320,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-30,False,2023-03-09,2023-03-23,2023-03-27,2023-04-22,2023-04-30,2023-05-06,Closed,296,CAPA-0206,
CHG-0342,Major Equipment change at Frankfurt QC Laboratory,Labeling,Major,SITE-EU-02,29,282,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-03-26,2023-04-09,2023-04-03,2023-04-18,2023-06-21,2023-07-06,Closed,317,CAPA-0053,
CHG-0343,Minor Software change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,36,293,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-01-11,2023-01-25,2023-01-18,2023-02-19,2023-02-22,2023-03-04,Closed,311,,
CHG-0344,Major Material change at Frankfurt QC Laboratory,Facility,Major,SITE-EU-02,33,289,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-0,False,2023-10-16,2023-10-30,2023-10-25,2023-11-03,2024-01-11,2024-01-21,Closed,319,,
CHG-0345,Minor Equipment change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,36,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-11-18,2023-12-02,2023-11-28,2023-12-30,2023-12-29,2024-01-03,Closed,311,CAPA-0144,
CHG-0346,Major Software change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,29,284,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-06-26,2023-07-10,2023-07-07,2023-07-24,2023-09-28,2023-10-10,Closed,303,,
CHG-0347,Minor Material change at Frankfurt QC Laboratory,Material,Minor,SITE-EU-02,32,285,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-10-05,2023-10-19,2023-10-17,2023-10-22,2023-11-03,2023-11-12,Closed,295,,
CHG-0348,Minor Process change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,30,309,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-05-18,2023-06-01,2023-05-27,2023-06-16,2023-07-14,2023-07-19,Closed,292,,
CHG-0349,Critical Process change at Frankfurt QC Laboratory,Equipment,Critical,SITE-EU-02,31,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-09-05,2023-09-19,2023-09-26,2023-10-11,2024-01-17,2024-01-29,Closed,302,CAPA-0105,
CHG-0350,Minor Material change at Frankfurt QC Laboratory,Equipment,Minor,SITE-EU-02,31,317,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-03-11,2023-03-25,2023-03-19,2023-03-31,2023-05-06,2023-05-18,Closed,319,,
CHG-0351,Critical Labeling change at Frankfurt QC Laboratory,Software,Critical,SITE-EU-02,34,297,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2023-06-04,2023-06-18,2023-06-25,2023-07-06,2023-10-01,2023-10-14,Closed,308,,
CHG-0352,Minor Equipment change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,33,294,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,True,2023-01-23,2023-02-06,2023-01-31,2023-02-25,2023-03-12,2023-03-20,Closed,313,,
CHG-0353,Minor Facility change at Frankfurt QC Laboratory,Equipment,Minor,SITE-EU-02,34,315,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-03-24,2023-04-07,2023-04-13,2023-04-12,2023-05-12,2023-05-17,Closed,288,,
CHG-0354,Major Facility change at Frankfurt QC Laboratory,Process,Major,SITE-EU-02,34,312,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,None,False,2023-10-23,2023-11-06,2023-11-08,2023-12-06,2024-01-11,2024-01-21,Closed,293,CAPA-0205,
CHG-0355,Minor Equipment change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,33,305,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2023-11-11,2023-11-25,2023-11-29,2023-12-11,2024-01-03,2024-01-13,Closed,292,,
CHG-0356,Major Software change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,33,312,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-07-23,2024-08-06,2024-08-08,2024-09-05,2024-11-15,2024-11-20,Closed,311,,
CHG-0357,Major Software change at Frankfurt QC Laboratory,Facility,Major,SITE-EU-02,32,294,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-12-06,2024-12-20,2024-12-21,2024-12-25,2025-03-14,,Approval,303,CAPA-0144,
CHG-0358,Major Material change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,30,294,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-04-23,2024-05-07,2024-05-11,2024-06-01,2024-07-23,2024-08-07,Closed,303,,
CHG-0359,Major Labeling change at Frankfurt QC Laboratory,Equipment,Major,SITE-EU-02,35,316,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-03-17,2024-03-31,2024-03-24,2024-04-10,2024-06-16,2024-06-26,Closed,306,,
CHG-0360,Minor Labeling change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,36,286,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-10-17,2024-10-31,2024-11-02,2024-11-25,2024-12-13,2024-12-28,Closed,293,,
CHG-0361,Minor Material change at Frankfurt QC Laboratory,Material,Minor,SITE-EU-02,34,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-08-15,2024-08-29,2024-08-25,2024-09-14,2024-09-23,2024-10-06,Closed,298,CAPA-0102,
CHG-0362,Major Material change at Frankfurt QC Laboratory,Material,Major,SITE-EU-02,36,317,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-03-18,2024-04-01,2024-04-03,2024-05-01,2024-06-21,2024-06-26,Closed,317,CAPA-0190,
CHG-0363,Major Equipment change at Frankfurt QC Laboratory,Labeling,Major,SITE-EU-02,30,287,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-07-17,2024-07-31,2024-08-06,2024-08-21,2024-10-30,2024-11-07,Closed,294,,
CHG-0364,Minor Labeling change at Frankfurt QC Laboratory,Software,Minor,SITE-EU-02,35,303,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-12-26,2025-01-09,2025-01-11,2025-01-31,2025-02-22,,Implementation,301,,
CHG-0365,Critical Process change at Frankfurt QC Laboratory,Process,Critical,SITE-EU-02,32,316,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,None,False,2024-04-02,2024-04-16,2024-04-16,2024-05-03,2024-07-15,2024-07-21,Closed,292,,
CHG-0366,Minor Equipment change at Frankfurt QC Laboratory,Process,Minor,SITE-EU-02,31,314,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,True,None,False,2024-12-02,2024-12-16,2024-12-18,2025-01-04,2025-01-30,,Approval,309,CAPA-0200,
CHG-0367,Minor Process change at Frankfurt QC Laboratory,Facility,Minor,SITE-EU-02,35,296,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-03-06,2024-03-20,2024-03-23,2024-03-25,2024-05-06,2024-05-19,Closed,306,,
CHG-0368,Major Facility change at Frankfurt QC Laboratory,Process,Major,SITE-EU-02,35,283,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-05-11,2024-05-25,2024-05-23,2024-06-13,2024-08-14,2024-08-19,Closed,309,CAPA-0044,
CHG-0369,Major Process change at Frankfurt QC Laboratory,Process,Major,SITE-EU-02,36,308,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-10-17,2024-10-31,2024-11-01,2024-11-30,2025-01-28,,Implementation,298,,
CHG-0370,Critical Equipment change at Frankfurt QC Laboratory,Equipment,Critical,SITE-EU-02,34,291,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,CBE-0,False,2024-01-22,2024-02-05,2024-01-31,2024-02-14,2024-05-21,2024-05-26,Closed,316,,
CHG-0371,Major Equipment change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,30,319,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,True,2024-02-06,2024-02-20,2024-02-27,2024-02-26,2024-05-09,2024-05-15,Closed,289,,
CHG-0372,Minor Equipment change at Frankfurt QC Laboratory,Material,Minor,SITE-EU-02,33,306,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,True,PAS,False,2024-01-25,2024-02-08,2024-02-12,2024-03-02,2024-03-24,2024-03-31,Closed,306,,
CHG-0373,Critical Equipment change at Frankfurt QC Laboratory,Facility,Critical,SITE-EU-02,30,301,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,False,None,False,2024-10-28,2024-11-11,2024-11-06,2024-11-16,2025-03-07,,Approval,319,,
CHG-0374,Major Process change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,30,311,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,True,2024-09-02,2024-09-16,2024-09-09,2024-09-23,2024-12-17,2024-12-27,Closed,319,CAPA-0148,
CHG-0375,Minor Material change at Frankfurt QC Laboratory,Equipment,Minor,SITE-EU-02,33,311,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-12-15,2024-12-29,2025-01-04,2025-01-07,2025-02-10,,Approval,294,,
CHG-0376,Minor Facility change at Frankfurt QC Laboratory,Labeling,Minor,SITE-EU-02,33,291,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,True,True,CBE-0,False,2024-10-04,2024-10-18,2024-10-15,2024-10-27,2024-11-18,2024-12-01,Closed,302,,
CHG-0377,Major Labeling change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,31,299,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-06-05,2024-06-19,2024-06-24,2024-06-19,2024-08-25,2024-09-03,Closed,290,,
CHG-0378,Emergency Labeling change at Frankfurt QC Laboratory,Software,Emergency,SITE-EU-02,30,293,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-06-18,2024-07-02,2024-07-08,2024-07-04,2024-06-29,2024-07-11,Closed,312,CAPA-0071,
CHG-0379,Critical Equipment change at Frankfurt QC Laboratory,Equipment,Critical,SITE-EU-02,31,310,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-05-04,2024-05-18,2024-05-22,2024-06-05,2024-08-29,2024-09-08,Closed,320,CAPA-0084,
CHG-0380,Major Material change at Frankfurt QC Laboratory,Software,Major,SITE-EU-02,34,290,Change to improve compliance and quality in Frankfurt QC Laboratory,Quality improvement and regulatory compliance,False,False,None,False,2024-01-14,2024-01-28,2024-01-23,2024-02-14,2024-04-26,2024-05-10,Closed,290,,
